"Id";"municipioCod";"municipio";"departamentoId";"munic_fonetico";"dept_fonetico";"key_munc";"cod_Ciudad_DANE";"Munc_Depto"
1;"001";"MEDELLÍN";"05";"nEDEiiN";"Antioquia";"nEDEiiN-Antioquia";"05001";"MEDELLÍN - Antioquia"
2;"002";"ABEJORRAL";"05";"AvEJOrAL";"Antioquia";"AvEJOrAL-Antioquia";"05002";"ABEJORRAL - Antioquia"
3;"004";"ABRIAQUÍ";"05";"AvRIAQUi";"Antioquia";"AvRIAQUi-Antioquia";"05004";"ABRIAQUÍ - Antioquia"
4;"021";"ALEJANDRÍA";"05";"ALEJANDRiA";"Antioquia";"ALEJANDRiA-Antioquia";"05021";"ALEJANDRÍA - Antioquia"
5;"030";"AMAGÁ";"05";"AnAja";"Antioquia";"AnAja-Antioquia";"05030";"AMAGÁ - Antioquia"
6;"031";"AMALFI";"05";"AnALFI";"Antioquia";"AnALFI-Antioquia";"05031";"AMALFI - Antioquia"
7;"034";"ANDES";"05";"ANDES";"Antioquia";"ANDES-Antioquia";"05034";"ANDES - Antioquia"
8;"036";"ANGELÓPOLIS";"05";"ANjELoPOLIS";"Antioquia";"ANjELoPOLIS-Antioquia";"05036";"ANGELÓPOLIS - Antioquia"
9;"038";"ANGOSTURA";"05";"ANjOSTURA";"Antioquia";"ANjOSTURA-Antioquia";"05038";"ANGOSTURA - Antioquia"
10;"040";"ANORÍ";"05";"ANORi";"Antioquia";"ANORi-Antioquia";"05040";"ANORÍ - Antioquia"
11;"042";"SANTAFÉ DE ANTIOQUIA";"05";"SANTAFe DE ANTIOQUIA";"Antioquia";"SANTAFe DE ANTIOQUIA-Antioquia";"05042";"SANTAFÉ DE ANTIOQUIA - Antioquia"
12;"044";"ANZA";"05";"ANsA";"Antioquia";"ANsA-Antioquia";"05044";"ANZA - Antioquia"
13;"045";"APARTADÓ";"05";"APARTADo";"Antioquia";"APARTADo-Antioquia";"05045";"APARTADÓ - Antioquia"
14;"051";"ARBOLETES";"05";"ARvOLETES";"Antioquia";"ARvOLETES-Antioquia";"05051";"ARBOLETES - Antioquia"
15;"055";"ARGELIA";"05";"ARjELIA";"Antioquia";"ARjELIA-Antioquia";"05055";"ARGELIA - Antioquia"
16;"059";"ARMENIA";"05";"ARnENIA";"Antioquia";"ARnENIA-Antioquia";"05059";"ARMENIA - Antioquia"
17;"079";"BARBOSA";"05";"vARvOSA";"Antioquia";"vARvOSA-Antioquia";"05079";"BARBOSA - Antioquia"
18;"086";"BELMIRA";"05";"vELnIRA";"Antioquia";"vELnIRA-Antioquia";"05086";"BELMIRA - Antioquia"
19;"088";"BELLO";"05";"vEiO";"Antioquia";"vEiO-Antioquia";"05088";"BELLO - Antioquia"
20;"091";"BETANIA";"05";"vETANIA";"Antioquia";"vETANIA-Antioquia";"05091";"BETANIA - Antioquia"
21;"093";"BETULIA";"05";"vETULIA";"Antioquia";"vETULIA-Antioquia";"05093";"BETULIA - Antioquia"
22;"101";"CIUDAD BOLÍVAR";"05";"sIUDAD vOLiVAR";"Antioquia";"sIUDAD vOLiVAR-Antioquia";"05101";"CIUDAD BOLÍVAR - Antioquia"
23;"107";"BRICEÑO";"05";"vRIsEnO";"Antioquia";"vRIsEnO-Antioquia";"05107";"BRICEÑO - Antioquia"
24;"113";"BURITICÁ";"05";"vURITIsa";"Antioquia";"vURITIsa-Antioquia";"05113";"BURITICÁ - Antioquia"
25;"120";"CÁCERES";"05";"sasERES";"Antioquia";"sasERES-Antioquia";"05120";"CÁCERES - Antioquia"
26;"125";"CAICEDO";"05";"sAIsEDO";"Antioquia";"sAIsEDO-Antioquia";"05125";"CAICEDO - Antioquia"
27;"129";"CALDAS";"05";"sALDAS";"Antioquia";"sALDAS-Antioquia";"05129";"CALDAS - Antioquia"
28;"134";"CAMPAMENTO";"05";"sAnPAnENTO";"Antioquia";"sAnPAnENTO-Antioquia";"05134";"CAMPAMENTO - Antioquia"
29;"138";"CAÑASGORDAS";"05";"sAnASjORDAS";"Antioquia";"sAnASjORDAS-Antioquia";"05138";"CAÑASGORDAS - Antioquia"
30;"142";"CARACOLÍ";"05";"sARAsOLi";"Antioquia";"sARAsOLi-Antioquia";"05142";"CARACOLÍ - Antioquia"
31;"145";"CARAMANTA";"05";"sARAnANTA";"Antioquia";"sARAnANTA-Antioquia";"05145";"CARAMANTA - Antioquia"
32;"147";"CAREPA";"05";"sAREPA";"Antioquia";"sAREPA-Antioquia";"05147";"CAREPA - Antioquia"
33;"148";"EL CARMEN DE VIBORAL";"05";"EL sARnEN DE VIvORAL";"Antioquia";"EL sARnEN DE VIvORAL-Antioquia";"05148";"EL CARMEN DE VIBORAL - Antioquia"
34;"150";"CAROLINA";"05";"sAROLINA";"Antioquia";"sAROLINA-Antioquia";"05150";"CAROLINA - Antioquia"
35;"154";"CAUCASIA";"05";"sAUsASIA";"Antioquia";"sAUsASIA-Antioquia";"05154";"CAUCASIA - Antioquia"
36;"172";"CHIGORODÓ";"05";"sIjORODo";"Antioquia";"sIjORODo-Antioquia";"05172";"CHIGORODÓ - Antioquia"
37;"190";"CISNEROS";"05";"sISNEROS";"Antioquia";"sISNEROS-Antioquia";"05190";"CISNEROS - Antioquia"
38;"197";"COCORNÁ";"05";"sOsORNa";"Antioquia";"sOsORNa-Antioquia";"05197";"COCORNÁ - Antioquia"
39;"206";"CONCEPCIÓN";"05";"sONsEPsIoN";"Antioquia";"sONsEPsIoN-Antioquia";"05206";"CONCEPCIÓN - Antioquia"
40;"209";"CONCORDIA";"05";"sONsORDIA";"Antioquia";"sONsORDIA-Antioquia";"05209";"CONCORDIA - Antioquia"
41;"212";"COPACABANA";"05";"sOPAsAvANA";"Antioquia";"sOPAsAvANA-Antioquia";"05212";"COPACABANA - Antioquia"
42;"234";"DABEIBA";"05";"DAvEIvA";"Antioquia";"DAvEIvA-Antioquia";"05234";"DABEIBA - Antioquia"
43;"237";"DON MATÍAS";"05";"DON nATiAS";"Antioquia";"DON nATiAS-Antioquia";"05237";"DON MATÍAS - Antioquia"
44;"240";"EBÉJICO";"05";"EveJIsO";"Antioquia";"EveJIsO-Antioquia";"05240";"EBÉJICO - Antioquia"
45;"250";"EL BAGRE";"05";"EL vAjRE";"Antioquia";"EL vAjRE-Antioquia";"05250";"EL BAGRE - Antioquia"
46;"264";"ENTRERRIOS";"05";"ENTRErIOS";"Antioquia";"ENTRErIOS-Antioquia";"05264";"ENTRERRIOS - Antioquia"
47;"266";"ENVIGADO";"05";"ENVIjADO";"Antioquia";"ENVIjADO-Antioquia";"05266";"ENVIGADO - Antioquia"
48;"282";"FREDONIA";"05";"FREDONIA";"Antioquia";"FREDONIA-Antioquia";"05282";"FREDONIA - Antioquia"
49;"284";"FRONTINO";"05";"FRONTINO";"Antioquia";"FRONTINO-Antioquia";"05284";"FRONTINO - Antioquia"
50;"306";"GIRALDO";"05";"jIRALDO";"Antioquia";"jIRALDO-Antioquia";"05306";"GIRALDO - Antioquia"
51;"308";"GIRARDOTA";"05";"jIRARDOTA";"Antioquia";"jIRARDOTA-Antioquia";"05308";"GIRARDOTA - Antioquia"
52;"310";"GÓMEZ PLATA";"05";"jonEs PLATA";"Antioquia";"jonEs PLATA-Antioquia";"05310";"GÓMEZ PLATA - Antioquia"
53;"313";"GRANADA";"05";"jRANADA";"Antioquia";"jRANADA-Antioquia";"05313";"GRANADA - Antioquia"
54;"315";"GUADALUPE";"05";"jUADALUPE";"Antioquia";"jUADALUPE-Antioquia";"05315";"GUADALUPE - Antioquia"
55;"318";"GUARNE";"05";"jUARNE";"Antioquia";"jUARNE-Antioquia";"05318";"GUARNE - Antioquia"
56;"321";"GUATAPE";"05";"jUATAPE";"Antioquia";"jUATAPE-Antioquia";"05321";"GUATAPE - Antioquia"
57;"347";"HELICONIA";"05";"ELIsONIA";"Antioquia";"ELIsONIA-Antioquia";"05347";"HELICONIA - Antioquia"
58;"353";"HISPANIA";"05";"ISPANIA";"Antioquia";"ISPANIA-Antioquia";"05353";"HISPANIA - Antioquia"
59;"360";"ITAGUI";"05";"ITAjUI";"Antioquia";"ITAjUI-Antioquia";"05360";"ITAGUI - Antioquia"
60;"361";"ITUANGO";"05";"ITUANjO";"Antioquia";"ITUANjO-Antioquia";"05361";"ITUANGO - Antioquia"
61;"364";"JARDÍN";"05";"JARDiN";"Antioquia";"JARDiN-Antioquia";"05364";"JARDÍN - Antioquia"
62;"368";"JERICÓ";"05";"JERIso";"Antioquia";"JERIso-Antioquia";"05368";"JERICÓ - Antioquia"
63;"376";"LA CEJA";"05";"LA sEJA";"Antioquia";"LA sEJA-Antioquia";"05376";"LA CEJA - Antioquia"
64;"380";"LA ESTRELLA";"05";"LA ESTREiA";"Antioquia";"LA ESTREiA-Antioquia";"05380";"LA ESTRELLA - Antioquia"
65;"390";"LA PINTADA";"05";"LA PINTADA";"Antioquia";"LA PINTADA-Antioquia";"05390";"LA PINTADA - Antioquia"
66;"400";"LA UNIÓN";"05";"LA UNIoN";"Antioquia";"LA UNIoN-Antioquia";"05400";"LA UNIÓN - Antioquia"
67;"411";"LIBORINA";"05";"LIvORINA";"Antioquia";"LIvORINA-Antioquia";"05411";"LIBORINA - Antioquia"
68;"425";"MACEO";"05";"nAsEO";"Antioquia";"nAsEO-Antioquia";"05425";"MACEO - Antioquia"
69;"440";"MARINILLA";"05";"nARINIiA";"Antioquia";"nARINIiA-Antioquia";"05440";"MARINILLA - Antioquia"
70;"467";"MONTEBELLO";"05";"nONTEvEiO";"Antioquia";"nONTEvEiO-Antioquia";"05467";"MONTEBELLO - Antioquia"
71;"475";"MURINDÓ";"05";"nURINDo";"Antioquia";"nURINDo-Antioquia";"05475";"MURINDÓ - Antioquia"
72;"480";"MUTATÁ";"05";"nUTATa";"Antioquia";"nUTATa-Antioquia";"05480";"MUTATÁ - Antioquia"
73;"483";"NARIÑO";"05";"NARInO";"Antioquia";"NARInO-Antioquia";"05483";"NARIÑO - Antioquia"
74;"490";"NECOCLÍ";"05";"NEsOsLi";"Antioquia";"NEsOsLi-Antioquia";"05490";"NECOCLÍ - Antioquia"
75;"495";"NECHÍ";"05";"NEsi";"Antioquia";"NEsi-Antioquia";"05495";"NECHÍ - Antioquia"
76;"501";"OLAYA";"05";"OLAiA";"Antioquia";"OLAiA-Antioquia";"05501";"OLAYA - Antioquia"
77;"541";"PEÑOL";"05";"PEnOL";"Antioquia";"PEnOL-Antioquia";"05541";"PEÑOL - Antioquia"
78;"543";"PEQUE";"05";"PEQUE";"Antioquia";"PEQUE-Antioquia";"05543";"PEQUE - Antioquia"
79;"576";"PUEBLORRICO";"05";"PUEvLOrIsO";"Antioquia";"PUEvLOrIsO-Antioquia";"05576";"PUEBLORRICO - Antioquia"
80;"579";"PUERTO BERRÍO";"05";"PUERTO vEriO";"Antioquia";"PUERTO vEriO-Antioquia";"05579";"PUERTO BERRÍO - Antioquia"
81;"585";"PUERTO NARE";"05";"PUERTO NARE";"Antioquia";"PUERTO NARE-Antioquia";"05585";"PUERTO NARE - Antioquia"
82;"591";"PUERTO TRIUNFO";"05";"PUERTO TRIUNFO";"Antioquia";"PUERTO TRIUNFO-Antioquia";"05591";"PUERTO TRIUNFO - Antioquia"
83;"604";"REMEDIOS";"05";"REnEDIOS";"Antioquia";"REnEDIOS-Antioquia";"05604";"REMEDIOS - Antioquia"
84;"607";"RETIRO";"05";"RETIRO";"Antioquia";"RETIRO-Antioquia";"05607";"RETIRO - Antioquia"
85;"615";"RIONEGRO";"05";"RIONEjRO";"Antioquia";"RIONEjRO-Antioquia";"05615";"RIONEGRO - Antioquia"
86;"628";"SABANALARGA";"05";"SAvANALARjA";"Antioquia";"SAvANALARjA-Antioquia";"05628";"SABANALARGA - Antioquia"
87;"631";"SABANETA";"05";"SAvANETA";"Antioquia";"SAvANETA-Antioquia";"05631";"SABANETA - Antioquia"
88;"642";"SALGAR";"05";"SALjAR";"Antioquia";"SALjAR-Antioquia";"05642";"SALGAR - Antioquia"
89;"647";"SAN ANDRÉS DE CUERQUÍA";"05";"SAN ANDReS DE sUERQUiA";"Antioquia";"SAN ANDReS DE sUERQUiA-Antioquia";"05647";"SAN ANDRÉS DE CUERQUÍA - Antioquia"
90;"649";"SAN CARLOS";"05";"SAN sARLOS";"Antioquia";"SAN sARLOS-Antioquia";"05649";"SAN CARLOS - Antioquia"
91;"652";"SAN FRANCISCO";"05";"SAN FRANsISsO";"Antioquia";"SAN FRANsISsO-Antioquia";"05652";"SAN FRANCISCO - Antioquia"
92;"656";"SAN JERÓNIMO";"05";"SAN JERoNInO";"Antioquia";"SAN JERoNInO-Antioquia";"05656";"SAN JERÓNIMO - Antioquia"
93;"658";"SAN JOSÉ DE LA MONTAÑA";"05";"SAN JOSe DE LA nONTAnA";"Antioquia";"SAN JOSe DE LA nONTAnA-Antioquia";"05658";"SAN JOSÉ DE LA MONTAÑA - Antioquia"
94;"659";"SAN JUAN DE URABÁ";"05";"SAN JUAN DE URAva";"Antioquia";"SAN JUAN DE URAva-Antioquia";"05659";"SAN JUAN DE URABÁ - Antioquia"
95;"660";"SAN LUIS";"05";"SAN LUIS";"Antioquia";"SAN LUIS-Antioquia";"05660";"SAN LUIS - Antioquia"
96;"664";"SAN PEDRO DE LOS MILAGROS";"05";"SAN PEDRO DE LOS nILAjROS";"Antioquia";"SAN PEDRO DE LOS nILAjROS-Antioquia";"05664";"SAN PEDRO DE LOS MILAGROS - Antioquia"
97;"665";"SAN PEDRO DE URABA";"05";"SAN PEDRO DE URAvA";"Antioquia";"SAN PEDRO DE URAvA-Antioquia";"05665";"SAN PEDRO DE URABA - Antioquia"
98;"667";"SAN RAFAEL";"05";"SAN RAFAEL";"Antioquia";"SAN RAFAEL-Antioquia";"05667";"SAN RAFAEL - Antioquia"
99;"670";"SAN ROQUE";"05";"SAN ROQUE";"Antioquia";"SAN ROQUE-Antioquia";"05670";"SAN ROQUE - Antioquia"
100;"674";"SAN VICENTE";"05";"SAN VIsENTE";"Antioquia";"SAN VIsENTE-Antioquia";"05674";"SAN VICENTE - Antioquia"
101;"679";"SANTA BÁRBARA";"05";"SANTA vaRvARA";"Antioquia";"SANTA vaRvARA-Antioquia";"05679";"SANTA BÁRBARA - Antioquia"
102;"686";"SANTA ROSA DE OSOS";"05";"SANTA ROSA DE OSOS";"Antioquia";"SANTA ROSA DE OSOS-Antioquia";"05686";"SANTA ROSA DE OSOS - Antioquia"
103;"690";"SANTO DOMINGO";"05";"SANTO DOnINjO";"Antioquia";"SANTO DOnINjO-Antioquia";"05690";"SANTO DOMINGO - Antioquia"
104;"697";"EL SANTUARIO";"05";"EL SANTUARIO";"Antioquia";"EL SANTUARIO-Antioquia";"05697";"EL SANTUARIO - Antioquia"
105;"736";"SEGOVIA";"05";"SEjOVIA";"Antioquia";"SEjOVIA-Antioquia";"05736";"SEGOVIA - Antioquia"
106;"756";"SONSON";"05";"SONSON";"Antioquia";"SONSON-Antioquia";"05756";"SONSON - Antioquia"
107;"761";"SOPETRÁN";"05";"SOPETRaN";"Antioquia";"SOPETRaN-Antioquia";"05761";"SOPETRÁN - Antioquia"
108;"789";"TÁMESIS";"05";"TanESIS";"Antioquia";"TanESIS-Antioquia";"05789";"TÁMESIS - Antioquia"
109;"790";"TARAZÁ";"05";"TARAsa";"Antioquia";"TARAsa-Antioquia";"05790";"TARAZÁ - Antioquia"
110;"792";"TARSO";"05";"TARSO";"Antioquia";"TARSO-Antioquia";"05792";"TARSO - Antioquia"
111;"809";"TITIRIBÍ";"05";"TITIRIvi";"Antioquia";"TITIRIvi-Antioquia";"05809";"TITIRIBÍ - Antioquia"
112;"819";"TOLEDO";"05";"TOLEDO";"Antioquia";"TOLEDO-Antioquia";"05819";"TOLEDO - Antioquia"
113;"837";"TURBO";"05";"TURvO";"Antioquia";"TURvO-Antioquia";"05837";"TURBO - Antioquia"
114;"842";"URAMITA";"05";"URAnITA";"Antioquia";"URAnITA-Antioquia";"05842";"URAMITA - Antioquia"
115;"847";"URRAO";"05";"UrAO";"Antioquia";"UrAO-Antioquia";"05847";"URRAO - Antioquia"
116;"854";"VALDIVIA";"05";"VALDIVIA";"Antioquia";"VALDIVIA-Antioquia";"05854";"VALDIVIA - Antioquia"
117;"856";"VALPARAÍSO";"05";"VALPARAiSO";"Antioquia";"VALPARAiSO-Antioquia";"05856";"VALPARAÍSO - Antioquia"
118;"858";"VEGACHÍ";"05";"VEjAsi";"Antioquia";"VEjAsi-Antioquia";"05858";"VEGACHÍ - Antioquia"
119;"861";"VENECIA";"05";"VENEsIA";"Antioquia";"VENEsIA-Antioquia";"05861";"VENECIA - Antioquia"
120;"873";"VIGÍA DEL FUERTE";"05";"VIjiA DEL FUERTE";"Antioquia";"VIjiA DEL FUERTE-Antioquia";"05873";"VIGÍA DEL FUERTE - Antioquia"
121;"885";"YALÍ";"05";"iALi";"Antioquia";"iALi-Antioquia";"05885";"YALÍ - Antioquia"
122;"887";"YARUMAL";"05";"iARUnAL";"Antioquia";"iARUnAL-Antioquia";"05887";"YARUMAL - Antioquia"
123;"890";"YOLOMBÓ";"05";"iOLOnvo";"Antioquia";"iOLOnvo-Antioquia";"05890";"YOLOMBÓ - Antioquia"
124;"893";"YONDÓ";"05";"iONDo";"Antioquia";"iONDo-Antioquia";"05893";"YONDÓ - Antioquia"
125;"895";"ZARAGOZA";"05";"sARAjOsA";"Antioquia";"sARAjOsA-Antioquia";"05895";"ZARAGOZA - Antioquia"
126;"001";"BARRANQUILLA";"08";"vArANQUIiA";"Atlantiso";"vArANQUIiA-Atlantiso";"08001";"BARRANQUILLA - Atlántico"
127;"078";"BARANOA";"08";"vARANOA";"Atlantiso";"vARANOA-Atlantiso";"08078";"BARANOA - Atlántico"
128;"137";"CAMPO DE LA CRUZ";"08";"sAnPO DE LA sRUs";"Atlantiso";"sAnPO DE LA sRUs-Atlantiso";"08137";"CAMPO DE LA CRUZ - Atlántico"
129;"141";"CANDELARIA";"08";"sANDELARIA";"Atlantiso";"sANDELARIA-Atlantiso";"08141";"CANDELARIA - Atlántico"
130;"296";"GALAPA";"08";"jALAPA";"Atlantiso";"jALAPA-Atlantiso";"08296";"GALAPA - Atlántico"
131;"372";"JUAN DE ACOSTA";"08";"JUAN DE AsOSTA";"Atlantiso";"JUAN DE AsOSTA-Atlantiso";"08372";"JUAN DE ACOSTA - Atlántico"
132;"421";"LURUACO";"08";"LURUAsO";"Atlantiso";"LURUAsO-Atlantiso";"08421";"LURUACO - Atlántico"
133;"433";"MALAMBO";"08";"nALAnvO";"Atlantiso";"nALAnvO-Atlantiso";"08433";"MALAMBO - Atlántico"
134;"436";"MANATÍ";"08";"nANATi";"Atlantiso";"nANATi-Atlantiso";"08436";"MANATÍ - Atlántico"
135;"520";"PALMAR DE VARELA";"08";"PALnAR DE VARELA";"Atlantiso";"PALnAR DE VARELA-Atlantiso";"08520";"PALMAR DE VARELA - Atlántico"
136;"549";"PIOJÓ";"08";"PIOJo";"Atlantiso";"PIOJo-Atlantiso";"08549";"PIOJÓ - Atlántico"
137;"558";"POLONUEVO";"08";"POLONUEVO";"Atlantiso";"POLONUEVO-Atlantiso";"08558";"POLONUEVO - Atlántico"
138;"560";"PONEDERA";"08";"PONEDERA";"Atlantiso";"PONEDERA-Atlantiso";"08560";"PONEDERA - Atlántico"
139;"573";"PUERTO COLOMBIA";"08";"PUERTO sOLOnvIA";"Atlantiso";"PUERTO sOLOnvIA-Atlantiso";"08573";"PUERTO COLOMBIA - Atlántico"
140;"606";"REPELÓN";"08";"REPELoN";"Atlantiso";"REPELoN-Atlantiso";"08606";"REPELÓN - Atlántico"
141;"634";"SABANAGRANDE";"08";"SAvANAjRANDE";"Atlantiso";"SAvANAjRANDE-Atlantiso";"08634";"SABANAGRANDE - Atlántico"
142;"638";"SABANALARGA";"08";"SAvANALARjA";"Atlantiso";"SAvANALARjA-Atlantiso";"08638";"SABANALARGA - Atlántico"
143;"675";"SANTA LUCÍA";"08";"SANTA LUsiA";"Atlantiso";"SANTA LUsiA-Atlantiso";"08675";"SANTA LUCÍA - Atlántico"
144;"685";"SANTO TOMÁS";"08";"SANTO TOnaS";"Atlantiso";"SANTO TOnaS-Atlantiso";"08685";"SANTO TOMÁS - Atlántico"
145;"758";"SOLEDAD";"08";"SOLEDAD";"Atlantiso";"SOLEDAD-Atlantiso";"08758";"SOLEDAD - Atlántico"
146;"770";"SUAN";"08";"SUAN";"Atlantiso";"SUAN-Atlantiso";"08770";"SUAN - Atlántico"
147;"832";"TUBARÁ";"08";"TUvARa";"Atlantiso";"TUvARa-Atlantiso";"08832";"TUBARÁ - Atlántico"
148;"849";"USIACURÍ";"08";"USIAsURi";"Atlantiso";"USIAsURi-Atlantiso";"08849";"USIACURÍ - Atlántico"
149;"001";"BOGOTÁ, D.C.";"11";"vOjOTa, D.s.";"vojota";"vOjOTa, D.s.-vojota";"11001";"BOGOTÁ, D.C. - Bogotá"
150;"001";"CARTAGENA";"13";"sARTAjENA";"volivar";"sARTAjENA-volivar";"13001";"CARTAGENA - Bolívar"
151;"006";"ACHÍ";"13";"Asi";"volivar";"Asi-volivar";"13006";"ACHÍ - Bolívar"
152;"030";"ALTOS DEL ROSARIO";"13";"ALTOS DEL ROSARIO";"volivar";"ALTOS DEL ROSARIO-volivar";"13030";"ALTOS DEL ROSARIO - Bolívar"
153;"042";"ARENAL";"13";"ARENAL";"volivar";"ARENAL-volivar";"13042";"ARENAL - Bolívar"
154;"052";"ARJONA";"13";"ARJONA";"volivar";"ARJONA-volivar";"13052";"ARJONA - Bolívar"
155;"062";"ARROYOHONDO";"13";"ArOiOONDO";"volivar";"ArOiOONDO-volivar";"13062";"ARROYOHONDO - Bolívar"
156;"074";"BARRANCO DE LOBA";"13";"vArANsO DE LOvA";"volivar";"vArANsO DE LOvA-volivar";"13074";"BARRANCO DE LOBA - Bolívar"
157;"140";"CALAMAR";"13";"sALAnAR";"volivar";"sALAnAR-volivar";"13140";"CALAMAR - Bolívar"
158;"160";"CANTAGALLO";"13";"sANTAjAiO";"volivar";"sANTAjAiO-volivar";"13160";"CANTAGALLO - Bolívar"
159;"188";"CICUCO";"13";"sIsUsO";"volivar";"sIsUsO-volivar";"13188";"CICUCO - Bolívar"
160;"212";"CÓRDOBA";"13";"soRDOvA";"volivar";"soRDOvA-volivar";"13212";"CÓRDOBA - Bolívar"
161;"222";"CLEMENCIA";"13";"sLEnENsIA";"volivar";"sLEnENsIA-volivar";"13222";"CLEMENCIA - Bolívar"
162;"244";"EL CARMEN DE BOLÍVAR";"13";"EL sARnEN DE vOLiVAR";"volivar";"EL sARnEN DE vOLiVAR-volivar";"13244";"EL CARMEN DE BOLÍVAR - Bolívar"
163;"248";"EL GUAMO";"13";"EL jUAnO";"volivar";"EL jUAnO-volivar";"13248";"EL GUAMO - Bolívar"
164;"268";"EL PEÑÓN";"13";"EL PEnoN";"volivar";"EL PEnoN-volivar";"13268";"EL PEÑÓN - Bolívar"
165;"300";"HATILLO DE LOBA";"13";"ATIiO DE LOvA";"volivar";"ATIiO DE LOvA-volivar";"13300";"HATILLO DE LOBA - Bolívar"
166;"430";"MAGANGUÉ";"13";"nAjANjUe";"volivar";"nAjANjUe-volivar";"13430";"MAGANGUÉ - Bolívar"
167;"433";"MAHATES";"13";"nAATES";"volivar";"nAATES-volivar";"13433";"MAHATES - Bolívar"
168;"440";"MARGARITA";"13";"nARjARITA";"volivar";"nARjARITA-volivar";"13440";"MARGARITA - Bolívar"
169;"442";"MARÍA LA BAJA";"13";"nARiA LA vAJA";"volivar";"nARiA LA vAJA-volivar";"13442";"MARÍA LA BAJA - Bolívar"
170;"458";"MONTECRISTO";"13";"nONTEsRISTO";"volivar";"nONTEsRISTO-volivar";"13458";"MONTECRISTO - Bolívar"
171;"468";"MOMPÓS";"13";"nOnPoS";"volivar";"nOnPoS-volivar";"13468";"MOMPÓS - Bolívar"
172;"473";"MORALES";"13";"nORALES";"volivar";"nORALES-volivar";"13473";"MORALES - Bolívar"
173;"549";"PINILLOS";"13";"PINIiOS";"volivar";"PINIiOS-volivar";"13549";"PINILLOS - Bolívar"
174;"580";"REGIDOR";"13";"REjIDOR";"volivar";"REjIDOR-volivar";"13580";"REGIDOR - Bolívar"
175;"600";"RÍO VIEJO";"13";"RiO VIEJO";"volivar";"RiO VIEJO-volivar";"13600";"RÍO VIEJO - Bolívar"
176;"620";"SAN CRISTÓBAL";"13";"SAN sRISTovAL";"volivar";"SAN sRISTovAL-volivar";"13620";"SAN CRISTÓBAL - Bolívar"
177;"647";"SAN ESTANISLAO";"13";"SAN ESTANISLAO";"volivar";"SAN ESTANISLAO-volivar";"13647";"SAN ESTANISLAO - Bolívar"
178;"650";"SAN FERNANDO";"13";"SAN FERNANDO";"volivar";"SAN FERNANDO-volivar";"13650";"SAN FERNANDO - Bolívar"
179;"654";"SAN JACINTO";"13";"SAN JAsINTO";"volivar";"SAN JAsINTO-volivar";"13654";"SAN JACINTO - Bolívar"
180;"655";"SAN JACINTO DEL CAUCA";"13";"SAN JAsINTO DEL sAUsA";"volivar";"SAN JAsINTO DEL sAUsA-volivar";"13655";"SAN JACINTO DEL CAUCA - Bolívar"
181;"657";"SAN JUAN NEPOMUCENO";"13";"SAN JUAN NEPOnUsENO";"volivar";"SAN JUAN NEPOnUsENO-volivar";"13657";"SAN JUAN NEPOMUCENO - Bolívar"
182;"667";"SAN MARTÍN DE LOBA";"13";"SAN nARTiN DE LOvA";"volivar";"SAN nARTiN DE LOvA-volivar";"13667";"SAN MARTÍN DE LOBA - Bolívar"
183;"670";"SAN PABLO";"13";"SAN PAvLO";"volivar";"SAN PAvLO-volivar";"13670";"SAN PABLO - Bolívar"
184;"673";"SANTA CATALINA";"13";"SANTA sATALINA";"volivar";"SANTA sATALINA-volivar";"13673";"SANTA CATALINA - Bolívar"
185;"683";"SANTA ROSA";"13";"SANTA ROSA";"volivar";"SANTA ROSA-volivar";"13683";"SANTA ROSA - Bolívar"
186;"688";"SANTA ROSA DEL SUR";"13";"SANTA ROSA DEL SUR";"volivar";"SANTA ROSA DEL SUR-volivar";"13688";"SANTA ROSA DEL SUR - Bolívar"
187;"744";"SIMITÍ";"13";"SInITi";"volivar";"SInITi-volivar";"13744";"SIMITÍ - Bolívar"
188;"760";"SOPLAVIENTO";"13";"SOPLAVIENTO";"volivar";"SOPLAVIENTO-volivar";"13760";"SOPLAVIENTO - Bolívar"
189;"780";"TALAIGUA NUEVO";"13";"TALAIjUA NUEVO";"volivar";"TALAIjUA NUEVO-volivar";"13780";"TALAIGUA NUEVO - Bolívar"
190;"810";"TIQUISIO";"13";"TIQUISIO";"volivar";"TIQUISIO-volivar";"13810";"TIQUISIO - Bolívar"
191;"836";"TURBACO";"13";"TURvAsO";"volivar";"TURvAsO-volivar";"13836";"TURBACO - Bolívar"
192;"838";"TURBANÁ";"13";"TURvANa";"volivar";"TURvANa-volivar";"13838";"TURBANÁ - Bolívar"
193;"873";"VILLANUEVA";"13";"VIiANUEVA";"volivar";"VIiANUEVA-volivar";"13873";"VILLANUEVA - Bolívar"
194;"894";"ZAMBRANO";"13";"sAnvRANO";"volivar";"sAnvRANO-volivar";"13894";"ZAMBRANO - Bolívar"
195;"001";"TUNJA";"15";"TUNJA";"voiasa";"TUNJA-voiasa";"15001";"TUNJA - Boyacá"
196;"022";"ALMEIDA";"15";"ALnEIDA";"voiasa";"ALnEIDA-voiasa";"15022";"ALMEIDA - Boyacá"
197;"047";"AQUITANIA";"15";"AQUITANIA";"voiasa";"AQUITANIA-voiasa";"15047";"AQUITANIA - Boyacá"
198;"051";"ARCABUCO";"15";"ARsAvUsO";"voiasa";"ARsAvUsO-voiasa";"15051";"ARCABUCO - Boyacá"
